date,total_predicted_sales
2015-09-27,1000531.3656432
2015-09-28,707671.61228476
2015-09-29,633339.647683282
2015-09-30,674813.564285025
2015-10-01,649191.279510506
2015-10-02,738082.816124018
2015-10-03,977930.972636312
2015-10-04,1145095.25394662
2015-10-05,788137.270394239
2015-10-06,668699.317662299
2015-10-07,703249.367343173
2015-10-08,664330.553607691
2015-10-09,760778.575848326
2015-10-10,1020348.80216701
2015-10-11,1018748.09546111
2015-10-12,728843.763675269
2015-10-13,645022.221310098
2015-10-14,657424.933458164
2015-10-15,597257.75193356
2015-10-16,679722.620038647
2015-10-17,859500.851107277
2015-10-18,1002378.41381975
2015-10-19,719583.577889141
2015-10-20,612696.866835803
2015-10-21,668248.321089842
2015-10-22,577036.511771664
2015-10-23,606876.070161361
2015-10-24,833913.243959833
2015-10-25,978857.921099518
2015-10-26,687311.004587747
2015-10-27,612706.61652695
2015-10-28,631563.764911451
2015-10-29,541781.286141343
2015-10-30,592512.026422732
2015-10-31,857292.301676448
2015-11-01,960854.882312235
2015-11-02,739180.660040044
2015-11-03,806683.118849784
2015-11-04,799888.598234117
2015-11-05,642295.464480877
2015-11-06,636223.530552372
2015-11-07,860517.312703766
2015-11-08,944870.485126428
2015-11-09,717990.236387536
2015-11-10,705516.385182228
2015-11-11,707754.051626239
2015-11-12,591596.950373352
2015-11-13,608897.655761018
2015-11-14,846164.628554627
2015-11-15,1016758.9278755
2015-11-16,719450.267408181
2015-11-17,647823.467325274
2015-11-18,658600.747772053
2015-11-19,581627.92577881
2015-11-20,622828.282731336
2015-11-21,842592.784809176
2015-11-22,994033.503849763
2015-11-23,723859.569610682
2015-11-24,626811.748064105
2015-11-25,660172.988389675
2015-11-26,678785.059188563
2015-11-27,660206.787091949
2015-11-28,851783.773494132
2015-11-29,1010712.59739706
2015-11-30,835446.830082212
2015-12-01,699969.256425556
2015-12-02,799864.630749114
2015-12-03,701156.560435917
2015-12-04,722103.044800941
2015-12-05,894655.649513673
2015-12-06,1085114.70759692
2015-12-07,809932.765258346
2015-12-08,767877.441930607
2015-12-09,766902.052035801
2015-12-10,686641.16413137
2015-12-11,718789.270747103
2015-12-12,912651.337189857
2015-12-13,1072127.15176808
2015-12-14,809841.045315489
2015-12-15,735630.396436256
2015-12-16,827651.627785757
2015-12-17,785487.512467101
2015-12-18,822453.404046256
2015-12-19,1016167.5901349
2015-12-20,1176596.58028984
2015-12-21,994415.871897198
2015-12-22,1011016.10371318
2015-12-23,1082613.28806569
2015-12-24,1038714.3229043
2015-12-26,1024626.04776187
2015-12-27,1005486.00857358
2015-12-28,835388.376677808
2015-12-29,830267.328635492
2015-12-30,966356.021147732
2015-12-31,1016660.31908437
2016-01-01,764533.866044175
2016-01-02,878308.261498269
2016-01-03,1017872.93567532
2016-01-04,874339.730484404
2016-01-05,845569.215741422
2016-01-06,855300.889950455
2016-01-07,753636.320763831
2016-01-08,642658.884040311
2016-01-09,966866.031686634
2016-01-10,1097872.92839646
2016-01-11,778375.089608397
2016-01-12,676960.976539165
2016-01-13,696601.06690649
2016-01-14,608354.33062521
2016-01-15,654248.750155565
2016-01-16,939329.504235115
2016-01-17,1041159.25451019
2016-01-18,864895.37311491
2016-01-19,643823.796816997
2016-01-20,703688.06286097
2016-01-21,603623.622345489
2016-01-22,642175.101037994
2016-01-23,897381.207790077
2016-01-24,979431.744513001
2016-01-25,694849.412202366
2016-01-26,594954.00628233
2016-01-27,653553.425212946
2016-01-28,579516.541217551
2016-01-29,649418.404735452
2016-01-30,920174.75004999
2016-01-31,1062595.14991715
2016-02-01,807545.813763812
2016-02-02,722108.527523797
2016-02-03,721846.573922903
2016-02-04,638101.070102196
2016-02-05,692721.033674337
2016-02-06,944821.676964436
2016-02-07,959741.853558965
2016-02-08,700229.617091693
2016-02-09,709998.319956899
2016-02-10,755631.216384091
2016-02-11,693310.494000282
2016-02-12,718126.985271119
2016-02-13,937375.813206963
2016-02-14,898093.92826606
2016-02-15,832572.161639974
2016-02-16,703170.142392188
2016-02-17,726779.20070174
2016-02-18,621187.231840912
2016-02-19,652872.903729536
2016-02-20,884484.801074427
2016-02-21,988332.386937693
2016-02-22,762880.345834199
2016-02-23,685788.072245852
2016-02-24,678279.410455722
2016-02-25,568503.229551595
2016-02-26,633531.336058687
2016-02-27,893033.311592076
2016-02-28,1024322.83955523
2016-02-29,771955.385994377
2016-03-01,817514.890964329
2016-03-02,858444.687240839
2016-03-03,710191.542802986
2016-03-04,732940.646500886
2016-03-05,989934.530933332
2016-03-06,1079528.54468104
2016-03-07,781568.843687363
2016-03-08,750917.447523106
2016-03-09,733566.027619403
2016-03-10,648656.679988712
2016-03-11,689344.482267313
2016-03-12,937841.518318169
2016-03-13,1000555.1005642
2016-03-14,722486.238292888
2016-03-15,659926.491255846
2016-03-16,711540.714567769
2016-03-17,630880.975315288
2016-03-18,663015.126033787
2016-03-19,899972.973231044
2016-03-20,967951.259793449
2016-03-21,712078.052180883
2016-03-22,652823.704747915
2016-03-23,703759.829894811
2016-03-24,625356.568570729
2016-03-25,694854.542116963
2016-03-26,852195.608870287
2016-03-27,873960.300128762
2016-03-28,667393.896478165
2016-03-29,632914.279457003
2016-03-30,685442.24854169
2016-03-31,649411.155555394
2016-04-01,747067.033123054
2016-04-02,1016861.91138583
2016-04-03,1110077.51334902
2016-04-04,812313.372317409
2016-04-05,727765.661277801
2016-04-06,716783.380566046
2016-04-07,632769.870493069
2016-04-08,714629.001165141
2016-04-09,982510.069997948
2016-04-10,1084674.39596801
2016-04-11,753391.213320159
2016-04-12,675817.767420203
2016-04-13,690351.29902491
2016-04-14,589347.851657771
2016-04-15,653797.25985986
2016-04-16,874638.512860667
2016-04-17,982522.59494891
2016-04-18,1132997.14173244
2016-04-19,1060475.19647874
2016-04-20,982629.069659319
2016-04-21,941600.614142671
2016-04-22,812360.501547076
2016-04-23,968399.749492116
2016-04-24,1053370.52037485
2016-04-25,793195.571927745
2016-04-26,750018.698122468
2016-04-27,745362.921921995
2016-04-28,645459.943264242
2016-04-29,701192.239548773
2016-04-30,971317.133014046
2016-05-01,1146476.01843618
2016-05-02,996052.134882722
2016-05-03,799708.493092153
2016-05-04,806076.40391412
2016-05-05,698542.408930451
2016-05-06,750955.041344673
2016-05-07,1047085.10512029
2016-05-08,1093135.16883314
2016-05-09,770887.828347117
2016-05-10,746925.908262134
2016-05-11,747158.439452518
2016-05-12,671440.601115376
2016-05-13,695305.88154633
2016-05-14,952710.312591776
2016-05-15,968034.940755282
2016-05-16,809794.679781575
2016-05-17,683222.697530548
2016-05-18,696518.284333237
2016-05-19,612122.304019276
2016-05-20,665992.232495114
2016-05-21,939857.180819485
2016-05-22,1038179.60816497
2016-05-23,755669.005901429
2016-05-24,683673.020964679
2016-05-25,645233.625955969
2016-05-26,588276.827430233
2016-05-27,745362.244879116
2016-05-28,961429.675442562
2016-05-29,972900.201247029
2016-05-30,872418.156837665
2016-05-31,795819.665826023
2016-06-01,833313.500405338
2016-06-02,687894.111519516
2016-06-03,750957.59279009
2016-06-04,938425.592800386
2016-06-05,1061519.2716901
2016-06-06,785284.438867901
2016-06-07,739249.296583817
2016-06-08,729852.203264643
2016-06-09,629443.671878476
2016-06-10,661522.212481007
2016-06-11,915296.519491229
2016-06-12,998966.966417682
2016-06-13,712182.786454148
2016-06-14,660766.361444399
2016-06-15,710796.2192913
2016-06-16,618866.205256626
2016-06-17,689605.017480407
2016-06-18,962690.05128305
2016-06-19,1028512.54645781
2016-06-20,734694.490311477
2016-06-21,703380.716468801
2016-06-22,730391.582862761
2016-06-23,612156.608135425
2016-06-24,635390.553432223
2016-06-25,886784.577553518
2016-06-26,929225.340872284
2016-06-27,732118.531904314
2016-06-28,654160.606681556
2016-06-29,661633.800349977
2016-06-30,611513.589735851
2016-07-01,722053.19425612
2016-07-02,1007643.02890722
2016-07-03,1097653.05163041
2016-07-04,946792.151101411
2016-07-05,705133.070685703
2016-07-06,727988.147386216
2016-07-07,622548.028843109
2016-07-08,726097.334155839
2016-07-09,939501.675209798
2016-07-10,1019074.87520326
2016-07-11,741405.991808839
2016-07-12,669596.467408124
2016-07-13,687496.97058538
2016-07-14,594766.396633048
2016-07-15,649571.346169569
2016-07-16,873344.013717055
2016-07-17,955009.375649173
2016-07-18,720325.88115806
2016-07-19,646785.0281675
2016-07-20,667759.754105106
2016-07-21,600779.742143888
2016-07-22,639573.034227952
2016-07-23,840670.147268932
2016-07-24,906133.629122045
2016-07-25,686745.226267714
2016-07-26,646077.214878798
2016-07-27,651848.15837282
2016-07-28,581546.51973686
2016-07-29,626289.1330873
2016-07-30,878983.739659097
2016-07-31,972727.859692883
2016-08-01,810487.957708884
2016-08-02,756729.462855306
2016-08-03,762471.012865104
2016-08-04,645050.264474921
2016-08-05,655965.606817249
2016-08-06,881102.544734463
2016-08-07,970609.927967053
2016-08-08,760103.416483241
2016-08-09,695029.766895786
2016-08-10,726139.886448208
2016-08-11,622507.381035347
2016-08-12,690095.688787911
2016-08-13,858969.929403085
2016-08-14,852626.418611929
2016-08-15,690899.570445786
2016-08-16,672114.629469163
2016-08-17,711845.049654648
2016-08-18,626147.764456604
2016-08-19,673785.352334425
2016-08-20,811531.928168621
2016-08-21,881259.893344701
2016-08-22,714552.850921787
2016-08-23,672047.167124704
2016-08-24,695105.647463545
2016-08-25,609563.651708316
2016-08-26,640741.513838515
2016-08-27,826565.201576881
2016-08-28,913675.69676356
2016-08-29,697696.927925196
2016-08-30,666443.258035787
2016-08-31,709536.62120175
2016-09-01,663469.610232316
2016-09-02,736758.975767169
2016-09-03,947411.502768338
2016-09-04,1039263.10708272
2016-09-05,901952.38605845
2016-09-06,693710.988712531
2016-09-07,735490.984356526
2016-09-08,665684.21664853
2016-09-09,692931.497966159
2016-09-10,915500.532738935
2016-09-11,1047089.3212025
2016-09-12,182112.835381299
